OrderID,OrderDate,ProductID,ProductName,Category,Quantity,UnitPrice,CostPerUnit,Discount,CustomerType,PaymentMode
ORD01025,2024-04-14 13:09:00,P102,Lemonade,Beverage,4,60,30,,Returning,Card
ORD01026,2025-08-14 14:55:00,P301,Potato Chips,Snacks,1,40,20,25.0,Returning,UPI
ORD01027,2024-03-29 19:44:00,P102,Lemonade,Beverage,3,60,30,15.0,Returning,UPI
ORD01028,2025-07-28 17:14:00,P101,Cold Coffee,Beverages,3,120,70,15.0,Returning,Wallet
ORD01029,2025-12-23 10:01:00,P103,Cappuccino,Beverages,6,140,80,20.0,New,Card
ORD01030,2025-03-21 18:06:00,P203,Grilled Sandwich,Meal,3,150,90,0.0,Returning,UPI
ORD01031,2024-07-11 14:57:00,P101,Cold Coffee,Beverages,1,120,70,15.0,New,Cash
ORD01032,2024-12-06 12:14:00,P303,Cookies,Snacks,3,25,12,20.0,Returning,Cash
ORD01033,2024-05-10 09:14:00,P101,Cold Coffee,Beverages,3,120,70,15.0,New,Card
ORD01034,2024-11-29 11:10:00,P102,Lemonade,Beverage,4,60,30,15.0,Returning,Card
ORD01035,2025-05-10 17:24:00,P202,Veg Pizza,Meals,4,300,190,0.0,Returning,Cash
ORD01036,2025-01-20 14:24:00,P203,Grilled Sandwich,Meal,5,150,90,5.0,New,Cash
ORD01037,2024-07-23 12:25:00,P102,Lemonade,Beverage,1,60,30,15.0,New,UPI
ORD01038,2024-12-01 11:10:00,P201,Cheese Burger,Meals,5,180,110,20.0,Returning,Wallet
ORD01039,2024-04-14 22:56:00,P103,Cappuccino,Beverages,6,140,80,5.0,New,UPI
ORD01040,2025-02-05 22:25:00,P104,Iced Tea,Beverages,1,80,45,,Returning,UPI
ORD01041,2025-05-30 11:54:00,P103,Cappuccino,Beverages,4,140,80,25.0,Returning,Cash
ORD01042,2024-01-06 21:02:00,P203,Grilled Sandwich,Meal,4,150,90,20.0,Returning,UPI
ORD01043,2025-02-03 16:16:00,P301,Potato Chips,Snacks,4,40,20,25.0,Returning,Cash
ORD01044,2024-04-11 21:56:00,P101,Cold Coffee,Beverages,1,120,70,25.0,New,Card
ORD01045,2025-11-26 19:16:00,P303,Cookies,Snacks,2,25,12,10.0,New,Cash
ORD01046,2024-03-13 17:11:00,P103,Cappuccino,Beverages,6,140,80,0.0,New,Wallet
ORD01047,2024-12-01 22:37:00,P302,Nachos,Snack,4,90,50,20.0,Returning,Card
ORD01048,2025-12-21 21:16:00,P102,Lemonade,Beverage,2,60,30,15.0,Returning,UPI
ORD01049,2025-07-19 08:31:00,P301,Potato Chips,Snacks,5,40,20,10.0,Returning,Card
ORD01050,2025-05-08 19:07:00,P303,Cookies,Snacks,1,25,12,0.0,New,Cash
ORD01051,2025-09-20 19:37:00,P303,Cookies,Snacks,2,25,12,15.0,Returning,Cash
ORD01052,2025-01-04 12:11:00,P202,Veg Pizza,Meals,4,300,190,5.0,New,Wallet
ORD01053,2025-07-30 21:20:00,P302,Nachos,Snack,3,90,50,10.0,New,Wallet
ORD01054,2025-08-10 17:32:00,P301,Potato Chips,Snacks,5,40,20,15.0,Returning,UPI
ORD01055,2024-01-01 14:00:00,P104,Iced Tea,Beverages,2,80,45,25.0,New,Wallet
ORD01056,2024-11-29 21:21:00,P201,Cheese Burger,Meals,6,180,110,25.0,New,Card
ORD01057,2024-05-19 12:00:00,P301,Potato Chips,Snacks,4,40,20,0.0,New,Cash
ORD01058,2025-06-27 08:07:00,P301,Potato Chips,Snacks,6,40,20,5.0,New,Cash
ORD01059,2025-09-03 16:00:00,P303,Cookies,Snacks,1,25,12,15.0,New,Cash
ORD01060,2024-04-15 08:36:00,P104,Iced Tea,Beverages,1,80,45,0.0,New,Cash
ORD01061,2024-12-07 10:41:00,P203,Grilled Sandwich,Meal,5,150,90,15.0,New,Wallet
ORD01062,2024-11-29 20:57:00,P301,Potato Chips,Snacks,3,40,20,20.0,New,UPI
ORD01063,2025-05-03 16:19:00,P101,Cold Coffee,Beverages,3,120,70,20.0,Returning,Cash
ORD01064,2025-10-11 17:13:00,P102,Lemonade,Beverage,4,60,30,20.0,Returning,Card
ORD01065,2024-07-30 19:37:00,P202,Veg Pizza,Meals,6,300,190,5.0,Returning,Cash
ORD01066,2024-09-29 21:21:00,P303,Cookies,Snacks,5,25,12,0.0,Returning,Cash
ORD01067,2024-04-19 18:18:00,P302,Nachos,Snack,5,90,50,5.0,Returning,UPI
ORD01068,2025-11-13 10:25:00,P203,Grilled Sandwich,Meal,5,150,90,,Returning,UPI
ORD01069,2025-11-19 11:47:00,P301,Potato Chips,Snacks,4,40,20,15.0,New,Card
ORD01070,2024-05-04 08:08:00,P103,Cappuccino,Beverages,1,140,80,25.0,Returning,UPI
ORD01071,2025-02-05 22:39:00,P303,Cookies,Snacks,5,25,12,10.0,Returning,Card
ORD01072,2025-10-05 15:37:00,P302,Nachos,Snack,1,90,50,25.0,New,Cash
ORD01073,2024-02-27 15:21:00,P103,Cappuccino,Beverages,2,140,80,5.0,New,Card
ORD01074,2025-12-06 14:34:00,P302,Nachos,Snack,6,90,50,15.0,Returning,UPI
ORD01075,2025-09-17 19:16:00,P203,Grilled Sandwich,Meal,5,150,90,25.0,New,Card
ORD01076,2024-09-18 14:16:00,P104,Iced Tea,Beverages,1,80,45,0.0,Returning,Card
ORD01077,2024-05-11 21:21:00,P203,Grilled Sandwich,Meal,5,150,90,10.0,Returning,UPI
ORD01078,2024-10-25 19:16:00,P103,Cappuccino,Beverages,5,140,80,0.0,Returning,Card
ORD01079,2025-02-19 16:41:00,P301,Potato Chips,Snacks,2,40,20,5.0,New,Wallet
ORD01080,2025-12-19 14:36:00,P203,Grilled Sandwich,Meal,3,150,90,15.0,New,Wallet
ORD01081,2024-06-16 12:37:00,P303,Cookies,Snacks,3,25,12,,Returning,Wallet
ORD01082,2025-10-03 10:22:00,P203,Grilled Sandwich,Meal,1,150,90,25.0,New,UPI
ORD01083,2024-04-17 09:00:00,P103,Cappuccino,Beverages,2,140,80,20.0,Returning,Wallet
ORD01084,2025-02-09 22:34:00,P103,Cappuccino,Beverages,5,140,80,15.0,Returning,Wallet
ORD01085,2025-04-25 11:25:00,P104,Iced Tea,Beverages,1,80,45,10.0,Returning,Cash
ORD01086,2024-01-14 14:13:00,P203,Grilled Sandwich,Meal,5,150,90,15.0,Returning,Card
ORD01087,2025-09-07 12:41:00,P203,Grilled Sandwich,Meal,5,150,90,25.0,Returning,Cash
ORD01088,2024-12-29 18:44:00,P102,Lemonade,Beverage,1,60,30,25.0,Returning,Wallet
ORD01089,2025-03-26 09:35:00,P101,Cold Coffee,Beverages,2,120,70,10.0,New,Wallet
ORD01090,2025-11-17 10:01:00,P102,Lemonade,Beverage,6,60,30,15.0,Returning,Card
ORD01091,2025-02-10 10:15:00,P104,Iced Tea,Beverages,1,80,45,10.0,New,Card
ORD01092,2025-04-03 11:54:00,P201,Cheese Burger,Meals,2,180,110,0.0,Returning,Card
ORD01093,2025-06-02 11:38:00,P201,Cheese Burger,Meals,2,180,110,,New,Cash
ORD01094,2025-03-18 19:40:00,P102,Lemonade,Beverage,1,60,30,25.0,New,UPI
ORD01095,2024-11-14 22:29:00,P103,Cappuccino,Beverages,6,140,80,5.0,New,UPI
ORD01096,2024-03-11 09:33:00,P103,Cappuccino,Beverages,6,140,80,20.0,New,Wallet
ORD01097,2024-04-27 12:19:00,P301,Potato Chips,Snacks,2,40,20,25.0,New,Card
ORD01098,2025-02-25 20:29:00,P301,Potato Chips,Snacks,3,40,20,25.0,Returning,Cash
ORD01099,2024-07-05 12:14:00,P201,Cheese Burger,Meals,2,180,110,10.0,Returning,Wallet
ORD01100,2024-03-22 10:26:00,P201,Cheese Burger,Meals,6,180,110,10.0,New,UPI
ORD01101,2024-04-24 21:45:00,P203,Grilled Sandwich,Meal,1,150,90,15.0,New,UPI
ORD01102,2024-04-13 22:39:00,P303,Cookies,Snacks,2,25,12,25.0,New,UPI
ORD01103,2025-12-14 18:56:00,P104,Iced Tea,Beverages,6,80,45,15.0,New,Wallet
ORD01104,2024-06-15 19:31:00,P201,Cheese Burger,Meals,2,180,110,20.0,Returning,Cash
ORD01105,2024-06-10 15:10:00,P303,Cookies,Snacks,5,25,12,,Returning,UPI
ORD01106,2025-06-18 22:30:00,P102,Lemonade,Beverage,2,60,30,,New,Cash
ORD01107,2024-08-19 11:15:00,P102,Lemonade,Beverage,1,60,30,25.0,New,Wallet
ORD01108,2025-07-03 12:17:00,P203,Grilled Sandwich,Meal,1,150,90,5.0,Returning,Wallet
ORD01109,2025-12-29 09:52:00,P104,Iced Tea,Beverages,5,80,45,10.0,New,Wallet
ORD01110,2025-04-19 15:20:00,P102,Lemonade,Beverage,1,60,30,15.0,New,Wallet
ORD01111,2024-03-28 20:24:00,P202,Veg Pizza,Meals,4,300,190,5.0,New,UPI
ORD01112,2024-07-27 10:41:00,P301,Potato Chips,Snacks,6,40,20,0.0,New,UPI
ORD01113,2024-01-25 09:51:00,P203,Grilled Sandwich,Meal,3,150,90,15.0,New,Card
ORD01114,2024-04-01 13:19:00,P301,Potato Chips,Snacks,1,40,20,0.0,Returning,Card
ORD01115,2024-10-22 13:14:00,P301,Potato Chips,Snacks,6,40,20,25.0,Returning,UPI
ORD01116,2025-02-19 17:06:00,P303,Cookies,Snacks,5,25,12,25.0,Returning,UPI
ORD01117,2024-08-18 08:50:00,P104,Iced Tea,Beverages,2,80,45,20.0,New,UPI
ORD01118,2024-11-09 16:00:00,P103,Cappuccino,Beverages,5,140,80,5.0,New,Card
ORD01119,2025-12-18 15:45:00,P202,Veg Pizza,Meals,2,300,190,5.0,New,UPI
ORD01120,2024-09-08 19:21:00,P202,Veg Pizza,Meals,3,300,190,15.0,New,UPI
ORD01121,2024-10-30 17:30:00,P303,Cookies,Snacks,4,25,12,15.0,New,Cash
ORD01122,2025-12-25 16:27:00,P301,Potato Chips,Snacks,5,40,20,15.0,Returning,Wallet
ORD01123,2025-11-07 19:23:00,P201,Cheese Burger,Meals,1,180,110,20.0,Returning,Wallet
ORD01124,2024-05-21 10:56:00,P102,Lemonade,Beverage,1,60,30,25.0,Returning,UPI
ORD01125,2025-07-16 10:49:00,P203,Grilled Sandwich,Meal,3,150,90,,Returning,UPI
ORD01126,2024-01-05 17:29:00,P303,Cookies,Snacks,2,25,12,5.0,New,Cash
ORD01127,2025-11-07 17:51:00,P303,Cookies,Snacks,5,25,12,,Returning,Wallet
ORD01128,2024-11-11 11:56:00,P201,Cheese Burger,Meals,1,180,110,15.0,Returning,UPI
ORD01129,2024-08-16 12:30:00,P302,Nachos,Snack,1,90,50,,New,Card
ORD01130,2025-04-18 12:01:00,P203,Grilled Sandwich,Meal,3,150,90,15.0,New,Card
ORD01131,2024-09-20 18:53:00,P203,Grilled Sandwich,Meal,4,150,90,25.0,Returning,Card
ORD01132,2025-02-20 10:23:00,P201,Cheese Burger,Meals,4,180,110,25.0,New,Wallet
ORD01133,2025-10-19 20:20:00,P102,Lemonade,Beverage,1,60,30,0.0,Returning,Wallet
ORD01134,2025-06-27 09:53:00,P201,Cheese Burger,Meals,1,180,110,0.0,Returning,Wallet
ORD01135,2025-11-24 19:06:00,P203,Grilled Sandwich,Meal,1,150,90,25.0,New,Card
ORD01136,2025-05-06 15:29:00,P202,Veg Pizza,Meals,2,300,190,15.0,New,UPI
ORD01137,2025-12-11 08:37:00,P303,Cookies,Snacks,1,25,12,15.0,New,Cash
ORD01138,2024-11-29 15:32:00,P103,Cappuccino,Beverages,3,140,80,20.0,New,UPI
ORD01139,2024-07-18 08:30:00,P203,Grilled Sandwich,Meal,4,150,90,5.0,Returning,Card
ORD01140,2025-12-28 19:13:00,P302,Nachos,Snack,4,90,50,0.0,New,Card
ORD01141,2024-08-06 09:57:00,P203,Grilled Sandwich,Meal,5,150,90,15.0,Returning,Wallet
ORD01142,2025-05-11 19:13:00,P103,Cappuccino,Beverages,3,140,80,20.0,Returning,Wallet
ORD01143,2025-08-20 20:59:00,P102,Lemonade,Beverage,2,60,30,20.0,Returning,Cash
ORD01144,2025-01-01 22:00:00,P102,Lemonade,Beverage,1,60,30,10.0,Returning,Card
ORD01145,2025-12-31 15:38:00,P301,Potato Chips,Snacks,1,40,20,0.0,Returning,Wallet
ORD01146,2024-10-11 09:01:00,P101,Cold Coffee,Beverages,4,120,70,20.0,Returning,Cash
ORD01147,2025-06-18 09:40:00,P302,Nachos,Snack,1,90,50,0.0,New,Card
ORD01148,2025-03-05 14:42:00,P303,Cookies,Snacks,2,25,12,20.0,New,Card
ORD01149,2024-02-29 19:59:00,P201,Cheese Burger,Meals,2,180,110,25.0,New,UPI
ORD01150,2024-11-24 10:43:00,P301,Potato Chips,Snacks,5,40,20,10.0,Returning,Cash
ORD01151,2024-02-26 20:31:00,P302,Nachos,Snack,3,90,50,15.0,New,Card
ORD01152,2024-03-16 09:03:00,P301,Potato Chips,Snacks,5,40,20,10.0,New,Card
ORD01153,2025-09-05 17:38:00,P301,Potato Chips,Snacks,3,40,20,10.0,Returning,Wallet
ORD01154,2024-04-25 15:57:00,P103,Cappuccino,Beverages,2,140,80,10.0,New,Cash
ORD01155,2024-02-02 11:01:00,P302,Nachos,Snack,5,90,50,10.0,Returning,Card
ORD01156,2024-02-23 21:37:00,P201,Cheese Burger,Meals,1,180,110,20.0,Returning,Cash
ORD01157,2024-01-26 13:56:00,P202,Veg Pizza,Meals,3,300,190,20.0,Returning,Wallet
ORD01158,2024-06-02 10:12:00,P202,Veg Pizza,Meals,2,300,190,10.0,Returning,Cash
ORD01159,2024-02-15 22:13:00,P302,Nachos,Snack,1,90,50,0.0,Returning,UPI
ORD01160,2024-01-30 21:39:00,P302,Nachos,Snack,2,90,50,5.0,Returning,Card
ORD01161,2024-04-25 18:32:00,P102,Lemonade,Beverage,2,60,30,20.0,New,Cash
ORD01162,2024-11-05 09:00:00,P104,Iced Tea,Beverages,5,80,45,15.0,Returning,Card
ORD01163,2024-08-15 18:48:00,P101,Cold Coffee,Beverages,6,120,70,10.0,New,Wallet
ORD01164,2025-06-26 09:33:00,P102,Lemonade,Beverage,1,60,30,10.0,New,Wallet
ORD01165,2025-01-09 12:53:00,P103,Cappuccino,Beverages,5,140,80,5.0,Returning,Cash
ORD01166,2025-03-10 14:37:00,P302,Nachos,Snack,4,90,50,20.0,Returning,Card
ORD01167,2024-08-14 18:08:00,P201,Cheese Burger,Meals,3,180,110,,New,Cash
ORD01168,2025-01-29 13:40:00,P103,Cappuccino,Beverages,2,140,80,15.0,New,Wallet
ORD01169,2024-01-21 13:08:00,P303,Cookies,Snacks,5,25,12,0.0,New,UPI
ORD01170,2024-05-21 09:56:00,P302,Nachos,Snack,6,90,50,10.0,Returning,Cash
ORD01171,2024-04-16 08:55:00,P301,Potato Chips,Snacks,1,40,20,15.0,New,Wallet
ORD01172,2024-05-25 10:36:00,P102,Lemonade,Beverage,3,60,30,15.0,New,Card
ORD01173,2024-05-18 21:24:00,P103,Cappuccino,Beverages,2,140,80,0.0,Returning,Cash
ORD01174,2025-04-04 19:32:00,P103,Cappuccino,Beverages,5,140,80,0.0,Returning,Wallet
ORD01175,2025-06-23 22:31:00,P203,Grilled Sandwich,Meal,4,150,90,25.0,New,Card
ORD01176,2025-03-26 10:36:00,P101,Cold Coffee,Beverages,2,120,70,15.0,New,UPI
ORD01177,2024-10-10 15:41:00,P303,Cookies,Snacks,5,25,12,,Returning,Wallet
ORD01178,2024-11-20 15:37:00,P102,Lemonade,Beverage,3,60,30,5.0,Returning,Cash
ORD01179,2025-09-29 21:40:00,P303,Cookies,Snacks,5,25,12,0.0,New,UPI
ORD01180,2025-05-05 10:51:00,P101,Cold Coffee,Beverages,2,120,70,20.0,New,Cash
ORD01181,2024-09-03 09:40:00,P104,Iced Tea,Beverages,5,80,45,0.0,Returning,Wallet
ORD01182,2024-12-30 09:32:00,P201,Cheese Burger,Meals,3,180,110,5.0,Returning,Cash
ORD01183,2024-10-10 13:43:00,P102,Lemonade,Beverage,4,60,30,15.0,Returning,Card
ORD01184,2025-12-12 12:42:00,P202,Veg Pizza,Meals,4,300,190,15.0,Returning,Card
ORD01185,2024-11-05 11:34:00,P302,Nachos,Snack,1,90,50,5.0,New,UPI
ORD01186,2025-03-01 10:45:00,P104,Iced Tea,Beverages,4,80,45,10.0,Returning,Wallet
ORD01187,2025-05-13 16:28:00,P303,Cookies,Snacks,6,25,12,15.0,New,Cash
ORD01188,2025-08-18 08:07:00,P102,Lemonade,Beverage,4,60,30,10.0,Returning,Wallet
ORD01189,2024-02-14 22:51:00,P102,Lemonade,Beverage,4,60,30,5.0,Returning,Cash
ORD01190,2024-02-25 18:42:00,P301,Potato Chips,Snacks,4,40,20,10.0,Returning,Cash
ORD01191,2025-03-03 10:20:00,P101,Cold Coffee,Beverages,3,120,70,15.0,New,Card
ORD01192,2024-04-15 11:45:00,P303,Cookies,Snacks,5,25,12,0.0,Returning,Card
ORD01193,2024-09-24 10:25:00,P102,Lemonade,Beverage,3,60,30,25.0,New,UPI
ORD01194,2024-09-21 09:16:00,P104,Iced Tea,Beverages,2,80,45,0.0,New,Cash
ORD01195,2024-10-16 13:43:00,P302,Nachos,Snack,1,90,50,25.0,Returning,Wallet
ORD01196,2025-09-25 17:44:00,P202,Veg Pizza,Meals,6,300,190,,Returning,UPI
ORD01197,2025-06-25 18:51:00,P104,Iced Tea,Beverages,3,80,45,0.0,New,Cash
ORD01198,2025-12-07 08:27:00,P203,Grilled Sandwich,Meal,4,150,90,15.0,Returning,Wallet
ORD01199,2025-10-05 14:07:00,P201,Cheese Burger,Meals,2,180,110,10.0,Returning,Card
ORD01200,2025-07-17 16:14:00,P103,Cappuccino,Beverages,3,140,80,,Returning,UPI
ORD01201,2025-02-12 17:55:00,P203,Grilled Sandwich,Meal,5,150,90,25.0,Returning,Wallet
ORD01202,2025-01-07 10:20:00,P301,Potato Chips,Snacks,4,40,20,20.0,Returning,UPI
ORD01203,2025-06-04 12:47:00,P103,Cappuccino,Beverages,4,140,80,20.0,New,Wallet
ORD01204,2025-06-21 08:51:00,P104,Iced Tea,Beverages,5,80,45,15.0,New,Card
ORD01205,2025-12-04 20:34:00,P201,Cheese Burger,Meals,4,180,110,0.0,Returning,Cash
ORD01206,2024-11-22 19:57:00,P303,Cookies,Snacks,5,25,12,0.0,New,Cash
ORD01207,2024-04-14 19:43:00,P104,Iced Tea,Beverages,5,80,45,,Returning,Wallet
ORD01208,2024-04-01 08:59:00,P301,Potato Chips,Snacks,4,40,20,25.0,Returning,Wallet
ORD01209,2025-05-03 18:45:00,P201,Cheese Burger,Meals,6,180,110,25.0,New,UPI
ORD01210,2024-04-12 15:31:00,P303,Cookies,Snacks,5,25,12,10.0,Returning,Cash
ORD01211,2025-03-16 22:24:00,P202,Veg Pizza,Meals,4,300,190,10.0,New,UPI
ORD01212,2024-05-05 12:22:00,P301,Potato Chips,Snacks,1,40,20,10.0,Returning,Wallet
ORD01213,2025-06-07 21:23:00,P202,Veg Pizza,Meals,5,300,190,15.0,New,Card
ORD01214,2025-09-22 13:24:00,P102,Lemonade,Beverage,1,60,30,,Returning,Wallet
ORD01215,2024-07-23 13:05:00,P202,Veg Pizza,Meals,5,300,190,10.0,Returning,Card
ORD01216,2024-08-06 08:28:00,P303,Cookies,Snacks,1,25,12,10.0,New,Card
ORD01217,2025-04-12 16:47:00,P203,Grilled Sandwich,Meal,2,150,90,20.0,Returning,Wallet
ORD01218,2024-11-01 14:32:00,P103,Cappuccino,Beverages,5,140,80,10.0,New,Card
ORD01219,2024-04-30 09:54:00,P104,Iced Tea,Beverages,2,80,45,0.0,New,Card
ORD01220,2025-10-13 08:36:00,P101,Cold Coffee,Beverages,6,120,70,5.0,Returning,UPI
ORD01221,2025-12-25 13:10:00,P201,Cheese Burger,Meals,3,180,110,0.0,New,Cash
ORD01222,2025-06-03 11:02:00,P302,Nachos,Snack,5,90,50,15.0,New,Cash
ORD01223,2025-07-03 12:07:00,P103,Cappuccino,Beverages,5,140,80,10.0,New,Card
ORD01224,2024-09-01 21:24:00,P303,Cookies,Snacks,3,25,12,15.0,Returning,Wallet
ORD01225,2024-02-07 16:21:00,P302,Nachos,Snack,6,90,50,,New,Wallet
ORD01226,2025-07-10 09:41:00,P101,Cold Coffee,Beverages,1,120,70,15.0,Returning,Card
ORD01227,2025-05-30 11:39:00,P302,Nachos,Snack,5,90,50,15.0,Returning,Card
ORD01228,2024-05-05 20:37:00,P102,Lemonade,Beverage,4,60,30,5.0,Returning,Wallet
ORD01229,2025-08-09 21:40:00,P202,Veg Pizza,Meals,6,300,190,15.0,New,Wallet
ORD01230,2025-02-06 11:01:00,P203,Grilled Sandwich,Meal,3,150,90,0.0,New,Wallet
ORD01231,2024-04-24 21:04:00,P202,Veg Pizza,Meals,1,300,190,5.0,New,Card
ORD01232,2025-06-18 16:27:00,P102,Lemonade,Beverage,5,60,30,15.0,New,UPI
ORD01233,2025-04-19 14:29:00,P201,Cheese Burger,Meals,2,180,110,5.0,New,Cash
ORD01234,2024-05-12 22:11:00,P201,Cheese Burger,Meals,5,180,110,,Returning,UPI
ORD01235,2025-06-17 09:46:00,P104,Iced Tea,Beverages,5,80,45,5.0,New,Card
ORD01236,2024-12-14 22:03:00,P301,Potato Chips,Snacks,2,40,20,5.0,Returning,UPI
ORD01237,2025-10-24 14:00:00,P303,Cookies,Snacks,6,25,12,15.0,Returning,Wallet
ORD01238,2025-06-26 15:15:00,P104,Iced Tea,Beverages,6,80,45,25.0,New,Cash
ORD01239,2025-06-26 12:48:00,P101,Cold Coffee,Beverages,5,120,70,10.0,New,Cash
ORD01240,2025-04-24 17:07:00,P203,Grilled Sandwich,Meal,1,150,90,0.0,New,Wallet
ORD01241,2024-12-01 18:51:00,P104,Iced Tea,Beverages,5,80,45,,Returning,Wallet
ORD01242,2024-07-31 12:59:00,P301,Potato Chips,Snacks,2,40,20,15.0,New,Wallet
ORD01243,2025-12-19 18:47:00,P201,Cheese Burger,Meals,6,180,110,10.0,New,Cash
ORD01244,2024-04-29 17:31:00,P301,Potato Chips,Snacks,4,40,20,0.0,Returning,Cash
ORD01245,2024-01-17 08:13:00,P301,Potato Chips,Snacks,5,40,20,15.0,Returning,UPI
ORD01246,2025-10-28 11:28:00,P103,Cappuccino,Beverages,3,140,80,25.0,New,Card
ORD01247,2025-08-31 10:33:00,P301,Potato Chips,Snacks,6,40,20,20.0,Returning,Card
ORD01248,2025-08-09 17:27:00,P301,Potato Chips,Snacks,1,40,20,10.0,Returning,Cash
ORD01249,2024-04-23 12:52:00,P102,Lemonade,Beverage,4,60,30,5.0,New,UPI
ORD01250,2024-01-25 09:26:00,P104,Iced Tea,Beverages,3,80,45,10.0,Returning,Cash
ORD01251,2024-05-23 15:44:00,P102,Lemonade,Beverage,4,60,30,25.0,New,Cash
ORD01252,2024-10-03 20:53:00,P201,Cheese Burger,Meals,5,180,110,0.0,Returning,UPI
ORD01253,2024-04-14 10:33:00,P203,Grilled Sandwich,Meal,6,150,90,20.0,New,Cash
ORD01254,2025-10-09 08:33:00,P201,Cheese Burger,Meals,2,180,110,25.0,New,Card
ORD01255,2024-01-20 21:52:00,P104,Iced Tea,Beverages,3,80,45,5.0,New,Wallet
ORD01256,2025-05-08 10:13:00,P104,Iced Tea,Beverages,1,80,45,10.0,Returning,UPI
ORD01257,2025-11-14 22:26:00,P301,Potato Chips,Snacks,2,40,20,0.0,New,Wallet
ORD01258,2024-08-24 22:05:00,P301,Potato Chips,Snacks,1,40,20,20.0,Returning,UPI
ORD01259,2024-09-28 16:17:00,P301,Potato Chips,Snacks,4,40,20,15.0,Returning,Wallet
ORD01260,2024-03-31 19:03:00,P303,Cookies,Snacks,2,25,12,0.0,Returning,Cash
ORD01261,2025-06-07 21:06:00,P202,Veg Pizza,Meals,2,300,190,5.0,New,Cash
ORD01262,2024-12-15 21:10:00,P103,Cappuccino,Beverages,5,140,80,25.0,Returning,Wallet
ORD01263,2025-07-22 20:43:00,P301,Potato Chips,Snacks,6,40,20,25.0,Returning,UPI
ORD01264,2024-10-20 17:21:00,P302,Nachos,Snack,1,90,50,20.0,New,Wallet
ORD01265,2025-01-04 14:15:00,P303,Cookies,Snacks,6,25,12,20.0,New,Cash
ORD01266,2024-03-26 17:55:00,P203,Grilled Sandwich,Meal,4,150,90,,New,Cash
ORD01267,2024-01-31 16:59:00,P202,Veg Pizza,Meals,2,300,190,,New,Card
ORD01268,2024-11-18 10:08:00,P203,Grilled Sandwich,Meal,4,150,90,20.0,New,Wallet
ORD01269,2024-04-08 18:03:00,P301,Potato Chips,Snacks,3,40,20,0.0,Returning,Card
ORD01270,2024-05-13 21:10:00,P301,Potato Chips,Snacks,1,40,20,25.0,Returning,Card
ORD01271,2025-05-28 20:01:00,P103,Cappuccino,Beverages,6,140,80,15.0,Returning,Wallet
ORD01272,2024-12-25 12:53:00,P202,Veg Pizza,Meals,4,300,190,0.0,New,Wallet
ORD01273,2024-12-11 13:41:00,P202,Veg Pizza,Meals,6,300,190,0.0,New,Cash
ORD01274,2024-11-18 08:50:00,P303,Cookies,Snacks,6,25,12,0.0,Returning,Cash
ORD01275,2025-01-17 12:46:00,P103,Cappuccino,Beverages,4,140,80,10.0,Returning,Card
ORD01276,2024-10-18 16:32:00,P101,Cold Coffee,Beverages,4,120,70,15.0,New,Card
ORD01277,2025-12-21 18:07:00,P203,Grilled Sandwich,Meal,2,150,90,20.0,New,Wallet
ORD01278,2024-08-23 09:37:00,P202,Veg Pizza,Meals,5,300,190,20.0,Returning,Cash
ORD01279,2025-09-17 08:04:00,P102,Lemonade,Beverage,6,60,30,,Returning,Wallet
ORD01280,2025-04-18 18:19:00,P102,Lemonade,Beverage,6,60,30,0.0,Returning,Wallet
ORD01281,2025-09-14 17:41:00,P301,Potato Chips,Snacks,4,40,20,5.0,New,Cash
ORD01282,2024-04-10 12:42:00,P104,Iced Tea,Beverages,2,80,45,20.0,Returning,UPI
ORD01283,2024-09-26 11:14:00,P104,Iced Tea,Beverages,2,80,45,25.0,New,Card
ORD01284,2025-09-17 19:43:00,P103,Cappuccino,Beverages,4,140,80,5.0,New,Card
ORD01285,2025-09-08 15:09:00,P104,Iced Tea,Beverages,1,80,45,5.0,Returning,Wallet
ORD01286,2025-06-15 12:57:00,P303,Cookies,Snacks,1,25,12,25.0,New,Card
ORD01287,2025-09-17 22:20:00,P301,Potato Chips,Snacks,6,40,20,25.0,New,Wallet
ORD01288,2025-10-09 19:01:00,P104,Iced Tea,Beverages,1,80,45,25.0,New,UPI
ORD01289,2024-05-15 14:51:00,P303,Cookies,Snacks,2,25,12,20.0,New,UPI
ORD01290,2024-05-20 13:46:00,P202,Veg Pizza,Meals,3,300,190,5.0,New,Cash
ORD01291,2024-03-05 08:28:00,P104,Iced Tea,Beverages,1,80,45,0.0,New,Cash
ORD01292,2024-07-26 13:40:00,P101,Cold Coffee,Beverages,4,120,70,10.0,Returning,Card
ORD01293,2024-05-09 10:23:00,P202,Veg Pizza,Meals,2,300,190,0.0,Returning,Wallet
ORD01294,2024-08-11 15:51:00,P301,Potato Chips,Snacks,6,40,20,5.0,Returning,Cash
ORD01295,2024-08-12 15:17:00,P202,Veg Pizza,Meals,1,300,190,5.0,Returning,Card
ORD01296,2024-05-18 14:28:00,P303,Cookies,Snacks,4,25,12,15.0,Returning,UPI
ORD01297,2025-05-12 19:23:00,P101,Cold Coffee,Beverages,2,120,70,10.0,Returning,Card
ORD01298,2024-06-22 19:34:00,P201,Cheese Burger,Meals,6,180,110,5.0,Returning,UPI
ORD01299,2024-12-20 16:01:00,P203,Grilled Sandwich,Meal,6,150,90,5.0,Returning,UPI
